,Ticker,Company,Sector,Industry,Market Cap,Perf Month,Perf Quart,Perf Half,Volatility M,SMA20,SMA50,Avg Volume,Price,Earnings
66,XTNT,"Xtant Medical Holdings, Inc.",Healthcare,Medical Devices,101190000.0,0.4113,0.6333,0.9114,0.0758,0.2802,0.40700000000000003,49400.0,0.98,-
67,SJ,Scienjoy Holding Corporation,Communication Services,Broadcasting,145040000.0,0.40619999999999995,0.7391,0.1285,0.0699,0.1537,0.4008,96960.0,3.6,-
68,DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,263440000.0,0.4043,0.46149999999999997,-0.0824,0.10550000000000001,0.1892,0.5019,1970000.0,3.23,Feb 09/b
69,SCPH,scPharmaceuticals Inc.,Healthcare,Biotechnology,289840000.0,0.4025,0.08289999999999999,0.3611,0.09820000000000001,-0.013999999999999999,0.1255,471340.0,7.84,-
70,RCEL,"AVITA Medical, Inc.",Healthcare,Medical Devices,241040000.0,0.4004,0.9627,1.0515,0.0536,0.3268,0.5566,104170.0,13.15,Feb 23/a
71,VTNR,"Vertex Energy, Inc.",Energy,Oil & Gas Refining & Marketing,794720000.0,0.3997,0.2666,0.12689999999999999,0.0653,0.2922,0.44409999999999994,2680000.0,10.12,Feb 28/b
72,DBTX,"Decibel Therapeutics, Inc.",Healthcare,Biotechnology,112950000.0,0.3932,0.4107,0.0262,0.1127,0.1229,0.45740000000000003,106360.0,4.5,-
73,HY,"Hyster-Yale Materials Handling, Inc.",Industrials,Farm & Heavy Construction Machinery,743600000.0,0.3887,0.5249,0.43320000000000003,0.044800000000000006,0.3749,0.455,59830.0,43.87,Feb 27/a
74,FLGC,Flora Growth Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,57720000.0,0.3797,-0.1409,-0.5077,0.17629999999999998,0.0653,0.3628,1930000.0,0.41,Jan 30/a
75,GRPH,"Graphite Bio, Inc.",Healthcare,Biotechnology,158310000.0,0.3795,-0.20879999999999999,-0.23800000000000002,0.0736,0.1765,0.1276,265290.0,2.69,-
76,TALS,"Talaris Therapeutics, Inc.",Healthcare,Biotechnology,85180000.0,0.37929999999999997,0.3605,-0.4269,0.09820000000000001,0.1277,0.4082,397810.0,2.0,-
77,INDI,"indie Semiconductor, Inc.",Technology,Semiconductor Equipment & Materials,1580000000.0,0.3712,0.3346,0.2762,0.0529,0.15869999999999998,0.3722,1580000.0,10.49,Feb 16/a
78,EYEN,"Eyenovia, Inc.",Healthcare,Biotechnology,115380000.0,0.371,0.6378,0.8364,0.0794,0.0767,0.3418,214450.0,3.03,-
79,DHT,"DHT Holdings, Inc.",Energy,Oil & Gas Midstream,1840000000.0,0.3705,0.18719999999999998,0.45520000000000005,0.0414,0.1245,0.2382,2530000.0,11.54,Feb 08/a
80,SOUN,"SoundHound AI, Inc.",Technology,Software - Application,620790000.0,0.3689,1.1203,-0.013999999999999999,0.23920000000000002,-0.1839,0.3221,9710000.0,2.82,Mar 07/a
81,LGF-A,Lions Gate Entertainment Corp.,Communication Services,Entertainment,2430000000.0,0.3677,0.3874,0.015300000000000001,0.0644,0.07980000000000001,0.3361,1280000.0,10.6,Feb 09/a
82,INTA,"Intapp, Inc.",Technology,Software - Application,2530000000.0,0.3674,0.8106,1.7615,0.0496,0.12,0.3155,187360.0,39.49,Feb 06/a
83,INSW,"International Seaways, Inc.",Energy,Oil & Gas Midstream,2440000000.0,0.3628,0.2257,0.6927,0.0404,0.165,0.2838,606290.0,51.27,Feb 28/b
84,FRO,Frontline plc,Energy,Oil & Gas Midstream,4099999999.9999995,0.3608,0.4279,0.4899,0.0425,0.1215,0.2892,4930000.0,18.52,Feb 28/b
85,MORF,"Morphic Holding, Inc.",Healthcare,Biotechnology,1720000000.0,0.3607,0.6415000000000001,0.5645,0.0605,0.1374,0.3558,277400.0,43.68,-
86,ITI,"Iteris, Inc.",Technology,Communication Equipment,204110000.0,0.3594,0.5277000000000001,0.4984,0.051,0.0583,0.2652,95870.0,4.69,Feb 02/a
87,VKTX,"Viking Therapeutics, Inc.",Healthcare,Biotechnology,929770000.0,0.35109999999999997,1.8403999999999998,2.4411,0.06480000000000001,0.0951,0.2536,3860000.0,11.39,Feb 08/a
88,LLAP,Terran Orbital Corporation,Industrials,Aerospace & Defense,397840000.0,0.35109999999999997,0.036699999999999997,-0.3618,0.1048,0.20489999999999997,0.3993,5230000.0,2.54,-
89,FSLY,"Fastly, Inc.",Technology,Software - Application,1770000000.0,0.3489,0.5608,0.4874,0.08380000000000001,0.0698,0.2916,4500000.0,13.61,Feb 15/a
90,LGF-B,Lions Gate Entertainment Corp.,Communication Services,Entertainment,2340000000.0,0.34729999999999994,0.4102,0.015300000000000001,0.06849999999999999,0.0812,0.3273,1150000.0,9.97,-
91,INZY,"Inozyme Pharma, Inc.",Healthcare,Biotechnology,129020000.00000001,0.34509999999999996,1.0822,-0.044000000000000004,0.1251,0.1537,0.5223,1250000.0,3.04,-
92,DPRO,Draganfly Inc.,Industrials,Aerospace & Defense,111310000.0,0.34130000000000005,1.4347999999999999,1.4343000000000001,0.14,0.15789999999999998,0.6043999999999999,527430.0,2.24,-
93,SKYH,Sky Harbour Group Corporation,Industrials,Aerospace & Defense,395650000.0,0.33799999999999997,1.1171,0.4264,0.1081,0.16329999999999997,0.4747,36560.0,6.69,-
94,GENC,"Gencor Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,208430000.0,0.33490000000000003,0.39549999999999996,0.4094,0.0554,0.1869,0.2641,19450.0,14.15,Dec 16/b
95,TK,Teekay Corporation,Energy,Oil & Gas Midstream,586400000.0,0.3333,0.44520000000000004,0.7222,0.0418,0.171,0.2838,960750.0,6.2,Feb 23/b
96,AVDL,Avadel Pharmaceuticals plc,Healthcare,Drug Manufacturers - Specialty & Generic,543580000.0,0.3333,0.1925,0.4003,0.0701,0.14679999999999999,0.2627,532700.0,9.48,-
97,AACG,ATA Creativity Global,Consumer Defensive,Education & Training Services,63140000.0,0.33049999999999996,0.09609999999999999,-0.2126,0.07919999999999999,0.098,0.25120000000000003,15280.0,1.93,Nov 30/a
98,ASC,Ardmore Shipping Corporation,Industrials,Marine Shipping,749170000.0,0.3293,0.26739999999999997,0.8604,0.0559,0.0931,0.2212,937760.0,18.53,Feb 14/b
99,SNCR,"Synchronoss Technologies, Inc.",Technology,Software - Infrastructure,96410000.0,0.32909999999999995,0.1932,-0.3519,0.09359999999999999,0.079,0.3035,357830.0,1.05,Mar 07/a
100,DCFC,Tritium DCFC Limited,Industrials,Electrical Equipment & Parts,300720000.0,0.3258,0.129,-0.7291,0.09949999999999999,0.0681,0.1427,2990000.0,1.75,-
101,CNF,CNFinance Holdings Limited,Financial,Mortgage Finance,154960000.0,0.3235,0.087,-0.16670000000000001,0.06849999999999999,0.056100000000000004,0.19269999999999998,35640.0,2.25,Nov 22/b
102,MCG,Membership Collective Group Inc.,Consumer Cyclical,Lodging,360640000.0,0.3235,0.5729,-0.014199999999999999,0.083,-0.0011,0.20739999999999997,412860.0,6.26,Mar 08/b
103,PXS,Pyxis Tankers Inc.,Industrials,Marine Shipping,63690000.0,0.3231,0.25420000000000004,0.7917000000000001,0.055999999999999994,0.1442,0.1666,119140.0,6.02,-
104,BIVI,BioVie Inc.,Healthcare,Biotechnology,253540000.0,0.3226,0.053,1.0436,0.10980000000000001,0.159,0.08289999999999999,1150000.0,6.56,-
105,OEC,Orion Engineered Carbons S.A.,Basic Materials,Specialty Chemicals,1550000000.0,0.3135,0.4125,0.5125,0.035,0.1476,0.2846,425990.0,26.06,Feb 16/a
106,SCX,The L.S. Starrett Company,Industrials,Tools & Accessories,80360000.0,0.3127,0.4175,0.083,0.0512,0.09939999999999999,0.24969999999999998,16480.0,10.83,Feb 02/b
107,TMDX,"TransMedics Group, Inc.",Healthcare,Medical Devices,2570000000.0,0.3126,0.39299999999999996,0.5281,0.0552,0.1859,0.2779,392480.0,81.34,Feb 22/a
108,CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,12370000000.0,0.3125,0.4708,-0.2522,0.0355,0.0347,0.253,2860000.0,69.01,Feb 07/b
109,AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,3420000000.0,0.3114,-0.10369999999999999,-0.3062,0.12359999999999999,0.1273,0.25379999999999997,36700000.0,6.57,Feb 28/a
110,IREN,Iris Energy Limited,Financial,Capital Markets,160810000.0,0.311,0.7908,-0.40950000000000003,0.1972,0.0192,0.3553,669660.0,2.74,Feb 15/a
111,LUNG,Pulmonx Corporation,Healthcare,Medical Devices,436010000.0,0.306,1.1142,-0.37810000000000005,0.0664,0.2256,0.3191,491980.0,11.48,Feb 22/a
112,FSTX,"F-star Therapeutics, Inc.",Healthcare,Biotechnology,119340000.0,0.3054,0.0351,-0.16670000000000001,0.0857,0.1391,0.048799999999999996,572900.0,5.6,-
113,STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream,3550000000.0,0.3043,0.1974,0.4274,0.0409,0.052300000000000006,0.12480000000000001,1500000.0,60.18,Feb 16/b
114,COCO,"The Vita Coco Company, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,959190000.0,0.3031,0.49689999999999995,0.13390000000000002,0.048600000000000004,0.1211,0.2026,198550.0,17.11,Mar 08/b
115,GEOS,Geospace Technologies Corporation,Energy,Oil & Gas Equipment & Services,82100000.0,0.3019,0.3739,0.2082,0.0444,0.1598,0.3075,38730.0,6.21,Feb 08/a
116,BGRY,"Berkshire Grey, Inc.",Industrials,Specialty Industrial Machinery,333920000.0,0.3,0.384,-0.3839,0.1454,-0.09269999999999999,0.21710000000000002,1370000.0,1.3,-
117,ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products,3980000000.0,0.2998,0.3372,1.0095,0.0342,0.044000000000000004,0.21239999999999998,802890.0,74.19,Feb 01/a
118,ZEUS,"Olympic Steel, Inc.",Basic Materials,Steel,606430000.0,0.2995,0.5518,0.8837,0.0527,0.16390000000000002,0.3528,109500.0,55.23,Feb 23/a
119,NEOV,NeoVolta Inc.,Industrials,Electrical Equipment & Parts,92080000.0,0.2995,-0.263,-0.2958,0.066,0.1474,0.0387,96200.0,2.69,-
120,LNTH,"Lantheus Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,4860000000.0,0.2987,0.2002,-0.08869999999999999,0.0335,0.1838,0.3059,1120000.0,73.08,Feb 23/b
121,SNPO,Snap One Holdings Corp.,Technology,Electronics & Computer Distribution,906350000.0,0.2982,0.5829,0.07150000000000001,0.06280000000000001,0.0821,0.2685,47540.0,11.84,-
122,ICAD,"iCAD, Inc.",Healthcare,Medical Devices,72220000.0,0.2968,0.4947,0.0365,0.0855,0.20829999999999999,0.3308,144110.0,2.84,-
123,AMCX,AMC Networks Inc.,Communication Services,Entertainment,1020000000.0,0.29469999999999996,0.11220000000000001,-0.1588,0.062,0.1091,0.25,530640.0,22.89,Feb 17/b
124,NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,5860000000.0,0.293,0.4471,0.1243,0.053,0.19079999999999997,0.2724,1410000.0,54.28,Feb 28/a
125,ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,1500000000.0,0.28859999999999997,0.231,0.1365,0.0323,0.1246,0.2256,224400.0,46.04,Feb 14/a
126,TERN,"Terns Pharmaceuticals, Inc.",Healthcare,Biotechnology,401680000.0,0.2877,0.6071,1.4541,0.0907,0.049,0.1433,328100.0,10.43,-
127,MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,2330000000.0,0.2864,0.4746,0.2673,0.0395,0.16870000000000002,0.2259,152700.0,113.28,Feb 16/b
128,CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,873120000.0,0.2839,1.0098,1.0569,0.07629999999999999,0.0496,0.23829999999999998,2970000.0,6.15,Feb 15/a
129,BCLI,Brainstorm Cell Therapeutics Inc.,Healthcare,Biotechnology,82590000.0,0.2837,0.40880000000000005,-0.3846,0.1532,-0.045599999999999995,0.1795,232360.0,2.24,-
130,PLYA,Playa Hotels & Resorts N.V.,Consumer Cyclical,Resorts & Casinos,1390000000.0,0.28190000000000004,0.5751,0.3776,0.0336,0.17010000000000003,0.3043,1440000.0,9.23,Feb 23/a
131,ZIM,ZIM Integrated Shipping Services Ltd.,Industrials,Marine Shipping,2740000000.0,0.27940000000000004,0.1292,-0.3912,0.053899999999999997,0.0866,0.2348,4230000.0,23.95,Mar 13/b
132,NEXT,NextDecade Corporation,Energy,Oil & Gas E&P,1060000000.0,0.2764,0.32780000000000004,-0.0971,0.0663,0.0574,0.2475,557110.0,7.25,-
133,XPRO,Expro Group Holdings N.V.,Energy,Oil & Gas Equipment & Services,2250000000.0,0.2743,0.3522,0.664,0.0562,0.1164,0.23079999999999998,675630.0,23.23,Feb 23/b
134,VRTV,Veritiv Corporation,Industrials,Conglomerates,2109999999.9999998,0.27399999999999997,0.1949,0.16670000000000001,0.0525,0.1128,0.18719999999999998,120410.0,151.63,Feb 28/b
135,BORR,Borr Drilling Limited,Energy,Oil & Gas Drilling,1800000000.0,0.2737,0.6779999999999999,0.713,0.05,0.1518,0.29710000000000003,1450000.0,7.4,-
136,ESP,Espey Mfg. & Electronics Corp.,Industrials,Electrical Equipment & Parts,55860000.0,0.2735,0.45640000000000003,0.3298,0.0408,0.115,0.24230000000000002,7250.0,19.88,-
137,SGEN,Seagen Inc.,Healthcare,Biotechnology,33460000000.0,0.2733,0.4703,0.1326,0.0305,0.1957,0.2839,1130000.0,178.23,Feb 15/a
138,UFI,"Unifi, Inc.",Consumer Cyclical,Textile Manufacturing,188630000.0,0.2724,0.1561,-0.1249,0.0481,0.0751,0.171,109880.0,10.37,Feb 01/a
139,NGMS,NeoGames S.A.,Consumer Cyclical,Gambling,427860000.0,0.2721,0.1643,-0.0131,0.0548,0.09699999999999999,0.1962,129160.0,15.8,Mar 06/a
140,AI,"C3.ai, Inc.",Technology,Software - Application,2330000000.0,0.2718,0.6745,0.11810000000000001,0.13849999999999998,-0.10869999999999999,0.23379999999999998,13010000.0,20.73,Mar 02/a
141,ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,8490000000.0,0.2713,0.4561,0.8406,0.0426,0.022799999999999997,0.2133,1580000.0,43.77,Jan 31/b
142,SANW,S&W Seed Company,Consumer Defensive,Farm Products,76580000.0,0.2657,0.6306,0.521,0.0688,0.021099999999999997,0.1268,138790.0,1.81,Feb 13/b
143,TMC,TMC the metals company Inc.,Basic Materials,Other Industrial Metals & Mining,302290000.0,0.2647,0.3514,0.3095,0.11470000000000001,0.021099999999999997,0.2328,1490000.0,1.1,-
144,MYRG,MYR Group Inc.,Industrials,Engineering & Construction,1890000000.0,0.2643,0.2948,0.2716,0.0344,0.1867,0.25,90130.0,121.69,Feb 22/a
145,CIA,"Citizens, Inc.",Financial,Insurance - Life,143420000.0,0.2638,0.0348,-0.2266,0.0636,0.1076,0.2139,41820.0,2.97,-
146,GSHD,"Goosehead Insurance, Inc",Financial,Insurance - Diversified,1760000000.0,0.2625,0.20350000000000001,-0.0771,0.062400000000000004,0.12050000000000001,0.2223,253270.0,47.61,Feb 22/a
147,BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,1690000000.0,0.2615,0.39380000000000004,0.0732,0.077,-0.020099999999999996,0.1834,1450000.0,11.29,Feb 23/b
148,ASUR,"Asure Software, Inc.",Technology,Software - Application,273380000.0,0.2609,0.6779999999999999,1.369,0.049,0.2053,0.298,117790.0,13.29,Feb 27/a
